Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
PR.AA-01 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"services
Identities and credentials for authorized users
and hardware are managed by the organization",Ex3: Select a unique identifier for each device from immutable hardware characteristics or an identifier securely provisioned to the device,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-01 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"services
Identities and credentials for authorized users
and hardware are managed by the organization",Ex4: Physically label authorized hardware with an identifier for inventory and servicing purposes,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-02 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex1: Verify a person's claimed identity at enrollment time using government-issued identity credentials (e.g., passport, visa, driver's license)",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-02 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex2: Issue a different credential for each person (i.e., no credential sharing)","Identity management enforces credential uniqueness through: (1) no shared accounts policy in Information Security Policy, (2) individual credentials issued via SSO, (3) quarterly privileged access reviews by IAM team. The MFA Rollout project ($80K) supports the Apple Passkey partnership (G8). Shared developer SSH key is identified for Q3 remediation.",CPA to Cybersecurity,Steve McMichael,,,WP-30
PR.AA-03 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"services
Users
and hardware are authenticated",Ex1: Require multifactor authentication,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-03 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"services
Users
and hardware are authenticated","Ex2: Enforce policies for the minimum strength of passwords, PINs, and similar authenticators",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-03 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"services
Users
and hardware are authenticated","Ex3: Periodically reauthenticate users, services, and hardware based on risk (e.g., in zero trust architectures)",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-03 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"services
Users
and hardware are authenticated",Ex4: Ensure that authorized personnel can access accounts essential for protecting safety under emergency conditions,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-04 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected
conveyed
and verified",Ex1: Protect identity assertions that are used to convey authentication and user information through single sign-on systems,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-04 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected
conveyed
and verified",Ex2: Protect identity assertions that are used to convey authentication and user information between federated systems,,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-04 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected
conveyed
and verified","Ex3: Implement standards-based approaches for identity assertions in all contexts, and follow all guidance for the generation (e.g., data models, metadata), protection (e.g., digital signing, encryption), and verification (e.g., signature validation) of identity assertions",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-05 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions
entitlements
and authorizations are defined in a policy
managed
enforced
and reviewed
and incorporate the principles of least privilege and separation of duties","Ex1: Review logical and physical access privileges periodically and whenever someone changes roles or leaves the organization, and promptly rescind privileges that are no longer needed",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-05 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions
entitlements
and authorizations are defined in a policy
managed
enforced
and reviewed
and incorporate the principles of least privilege and separation of duties","Ex2: Take attributes of the requester and the requested resource into account for authorization decisions (e.g., geolocation, day/time, requester endpoint's cyber health)",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-05 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions
entitlements
and authorizations are defined in a policy
managed
enforced
and reviewed
and incorporate the principles of least privilege and separation of duties","Ex3: Restrict access and privileges to the minimum necessary (e.g., zero trust architecture)",,CPA to Cybersecurity,Steve McMichael,,,
